codecommune;Nb_mutations;PrixMoyen_m2
16246;5;1384
89229;15;1384
89348;31;1384
50148;10;1384
36247;5;1383
8028;6;1383
62651;3;1383
24586;7;1383
2030;1;1383
10434;1;1383
24367;2;1383
32037;1;1383
32055;1;1383
38396;6;1383
50478;6;1383
59306;1;1383
60465;2;1383
72358;10;1383
63372;7;1383
72249;4;1383
48009;22;1383
47147;3;1383
63050;24;1383
62617;69;1382
18067;9;1382
31031;3;1382
53011;6;1382
59242;6;1382
61255;9;1382
59318;8;1382
22283;13;1382
44214;31;1382
42177;34;1382
8313;2;1382
10014;2;1382
28028;5;1382
59439;2;1382
63285;4;1382
71524;3;1382
76144;1;1382
64082;6;1382
62771;36;1382
5050;3;1382
48198;7;1381
33161;9;1381
72122;8;1381
11225;12;1381
19149;3;1381
21365;1;1381
24132;1;1381
47099;4;1381
61485;2;1381
35155;6;1381
79185;112;1381
71243;3;1381
89212;6;1381
10158;7;1381
2754;2;1381
42325;2;1381
76087;8;1381
24543;19;1380
58244;3;1380
62514;3;1380
18104;1;1380
22326;2;1380
46263;4;1380
61298;1;1380
10259;8;1380
33024;7;1380
72326;3;1380
11206;113;1380
85297;27;1379
89235;8;1379
89252;3;1379
19007;4;1379
37160;4;1379
40286;19;1379
28419;5;1379
28057;8;1379
2761;3;1379
21053;2;1379
27258;2;1379
33190;1;1379
72322;7;1379
80354;1;1379
18035;10;1379
39193;19;1379
71064;7;1379
40331;38;1379
61141;2;1379
37136;8;1378
64252;9;1378
80308;25;1378
3033;3;1378
9124;9;1378
11292;2;1378
25449;1;1378
28123;5;1378
45137;10;1378
80613;9;1378
95012;3;1378
32319;20;1378
59390;23;1378
31246;2;1378
54502;2;1378
34093;3;1377
42199;18;1377
3241;6;1377
76297;7;1377
87047;18;1377
2406;2;1377
17426;2;1377
37056;2;1377
43023;2;1377
64293;2;1377
71446;4;1377
72099;6;1377
88343;1;1377
86046;11;1377
41203;4;1377
50384;4;1377
50464;8;1377
35247;18;1377
87053;3;1377
8400;5;1377
6070;17;1377
9272;16;1376
76727;11;1376
54387;3;1376
62155;9;1376
58126;11;1376
2321;13;1376
11133;2;1376
33113;2;1376
52514;2;1376
54016;2;1376
64101;2;1376
64207;4;1376
70444;2;1376
80695;7;1376
47157;312;1376
16287;45;1376
2821;6;1376
59209;8;1376
62635;3;1376
65085;3;1376
62162;6;1376
61484;52;1375
19232;1;1375
21298;1;1375
29143;2;1375
58153;1;1375
64064;3;1375
70289;1;1375
72385;29;1375
82070;1;1375
50137;8;1375
18206;21;1375
45115;74;1375
37049;16;1375
1245;2;1375
21285;2;1375
34291;2;1375
76091;2;1375
89404;6;1375
2210;9;1374
16011;5;1374
51217;30;1374
21435;3;1374
54563;15;1374
2820;22;1374
62624;23;1374
3278;1;1374
21389;1;1374
64173;2;1374
72015;3;1374
22227;9;1374
64515;4;1374
16136;7;1374
59115;6;1374
80654;5;1374
90003;9;1374
62221;2;1374
47316;6;1373
50049;3;1373
80366;6;1373
50270;10;1373
